BusinessTravel,DistanceFromHome,EmployeeCount,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,PerformanceRating,EmployeeID
Travel_Rarely,20,1,3,1,3,3,608
Travel_Frequently,9,1,2,2,3,3,609
Travel_Frequently,25,1,4,1,NA,4,610
Travel_Rarely,6,1,4,1,3,3,611
Travel_Rarely,8,1,4,2,3,4,612
Travel_Rarely,4,1,3,1,3,4,613
Travel_Rarely,28,1,4,2,1,3,614
Travel_Frequently,9,1,2,3,2,3,615
Travel_Rarely,9,1,3,3,3,3,616
Travel_Rarely,29,1,3,3,2,3,617
Travel_Rarely,3,1,4,4,3,3,618
Travel_Rarely,18,1,3,4,3,3,619
Travel_Rarely,9,1,4,4,2,4,620
Non-Travel,5,1,4,1,4,3,621
Travel_Rarely,2,1,2,4,3,3,622
Travel_Frequently,10,1,3,2,3,3,623
Travel_Frequently,9,1,4,3,3,3,624
Travel_Rarely,3,1,3,1,3,3,625
Travel_Rarely,26,1,1,4,3,3,626
Travel_Rarely,1,1,2,2,4,3,627
Travel_Rarely,6,1,3,4,3,4,628
Travel_Rarely,9,1,4,2,3,3,629
Travel_Frequently,8,1,1,1,3,3,630
Non-Travel,1,1,3,4,2,4,631
Travel_Rarely,7,1,1,1,2,4,632
Travel_Frequently,9,1,4,3,1,3,633
Travel_Rarely,4,1,1,4,3,4,634
Non-Travel,2,1,1,2,4,3,635
Travel_Rarely,19,1,1,4,3,4,636
Travel_Rarely,9,1,4,4,3,3,637
Travel_Rarely,21,1,3,1,2,3,638
Travel_Rarely,24,1,3,1,3,3,639
Travel_Rarely,3,1,3,4,3,3,640
Travel_Rarely,11,1,3,4,3,3,641
Travel_Rarely,14,1,1,3,4,3,642
Travel_Frequently,5,1,3,2,2,3,643
Travel_Rarely,1,1,4,2,2,3,644
Travel_Rarely,6,1,1,3,3,3,645
Travel_Rarely,17,1,3,4,3,3,646
Travel_Rarely,1,1,4,4,4,3,647
Travel_Rarely,3,1,4,4,2,3,648
Travel_Rarely,9,1,3,3,2,3,649
Travel_Rarely,4,1,2,2,3,3,650
Travel_Rarely,8,1,4,3,3,3,651
Travel_Rarely,2,1,2,4,3,4,652
Travel_Rarely,2,1,4,3,3,3,653
Travel_Frequently,1,1,3,4,3,3,654
Travel_Rarely,9,1,3,4,2,3,655
Travel_Rarely,12,1,1,2,3,3,656
Non-Travel,27,1,4,2,3,4,657
Travel_Frequently,20,1,1,3,1,3,658
Travel_Rarely,1,1,4,2,3,3,659
Travel_Rarely,13,1,3,1,3,3,660
Travel_Frequently,14,1,4,2,2,3,661
Travel_Rarely,4,1,4,4,2,4,662
Travel_Frequently,14,1,3,2,4,3,663
Travel_Frequently,2,1,4,3,2,3,664
Travel_Rarely,3,1,3,1,2,3,665
Travel_Frequently,1,1,3,2,4,3,666
Travel_Rarely,9,1,3,3,3,3,667
Travel_Rarely,23,1,2,2,3,3,668
Travel_Rarely,7,1,4,4,4,3,669
Travel_Rarely,2,1,3,2,3,4,670
Travel_Rarely,21,1,1,4,3,3,671
Travel_Frequently,2,1,4,4,3,3,672
Travel_Frequently,21,1,2,3,2,3,673
Non-Travel,2,1,3,3,3,3,674
Travel_Rarely,29,1,2,3,3,3,675
Travel_Rarely,1,1,4,1,2,3,676
Travel_Rarely,18,1,4,2,2,4,677
Travel_Rarely,10,1,3,4,4,3,678
Travel_Frequently,19,1,NA,2,3,3,679
Travel_Rarely,29,1,3,2,3,3,680
Travel_Rarely,27,1,1,3,3,3,681
Travel_Rarely,5,1,4,3,3,3,682
Travel_Rarely,18,1,3,1,3,4,683
Travel_Rarely,9,1,1,4,3,3,684
Travel_Rarely,1,1,4,3,3,3,685
Travel_Rarely,4,1,4,1,4,3,686
Non-Travel,1,1,3,4,3,3,687
Travel_Rarely,20,1,4,1,3,4,688
Travel_Rarely,8,1,4,2,3,3,689
Travel_Rarely,3,1,2,2,2,3,690
Travel_Rarely,6,1,2,1,3,3,691
Travel_Rarely,26,1,1,3,3,3,692
Non-Travel,1,1,4,3,2,3,693
Non-Travel,6,1,3,2,3,3,694
Travel_Frequently,3,1,4,2,4,3,695
Travel_Rarely,5,1,1,1,4,3,696
Non-Travel,4,1,3,3,2,3,697
Travel_Rarely,11,1,4,3,3,3,698
Travel_Rarely,3,1,4,2,3,3,699
Non-Travel,1,1,3,3,3,3,700
Travel_Rarely,3,1,4,4,2,4,701
Travel_Rarely,4,1,3,4,3,3,702
Travel_Frequently,1,1,3,1,3,3,703
Travel_Frequently,1,1,3,3,3,3,704
Travel_Rarely,18,1,3,2,3,3,705
Travel_Rarely,2,1,2,1,3,3,706
Travel_Rarely,4,1,3,1,4,3,707
Travel_Rarely,6,1,4,4,2,3,708
Travel_Rarely,1,1,3,1,2,3,709
Travel_Rarely,14,1,2,2,3,4,710
Travel_Frequently,16,1,1,1,2,3,711
Travel_Rarely,2,1,4,4,3,4,712
Travel_Rarely,2,1,3,4,3,3,713
Travel_Rarely,4,1,4,2,2,3,714
Non-Travel,1,1,4,4,4,4,715
Travel_Rarely,1,1,4,4,3,3,716
Travel_Frequently,26,1,4,4,3,3,717
Travel_Rarely,19,1,1,3,2,3,718
Travel_Rarely,24,1,4,2,3,3,719
Non-Travel,1,1,1,3,3,3,720
Travel_Rarely,3,1,2,3,3,3,721
Travel_Rarely,5,1,2,3,3,3,722
Travel_Frequently,2,1,3,4,4,3,723
Travel_Frequently,1,1,4,3,2,3,724
Travel_Frequently,7,1,4,3,3,3,725
Travel_Rarely,10,1,3,4,4,4,726
Travel_Rarely,2,1,3,1,3,3,727
Travel_Rarely,15,1,4,3,2,3,728
Travel_Rarely,17,1,1,4,4,3,729
Travel_Frequently,20,1,2,2,3,3,730
Travel_Frequently,1,1,4,4,2,3,731
Travel_Rarely,2,1,3,3,3,3,732
Travel_Frequently,2,1,2,4,4,3,733
Travel_Rarely,1,1,3,2,2,3,734
Non-Travel,29,1,3,3,3,3,735
Travel_Rarely,7,1,1,3,NA,3,736
Travel_Frequently,2,1,4,3,2,3,737
Travel_Rarely,2,1,1,3,1,3,738
Travel_Rarely,2,1,4,4,3,3,739
Travel_Rarely,2,1,4,3,3,3,740
Travel_Rarely,2,1,1,4,3,4,741
Travel_Rarely,23,1,3,1,3,3,742
Travel_Rarely,5,1,3,1,1,3,743
Travel_Rarely,20,1,1,3,3,3,744
Travel_Frequently,6,1,3,4,3,3,745
Travel_Rarely,1,1,1,4,2,3,746
Travel_Rarely,29,1,3,1,3,4,747
Travel_Rarely,9,1,2,1,2,3,748
Travel_Frequently,6,1,1,1,3,3,749
Travel_Frequently,3,1,3,4,3,3,750
Travel_Rarely,1,1,4,4,2,3,751
Travel_Rarely,22,1,4,1,3,3,752
Travel_Rarely,7,1,2,4,4,3,753
Travel_Rarely,1,1,1,2,3,3,754
Travel_Frequently,4,1,2,3,3,3,755
Travel_Rarely,3,1,4,1,3,3,756
Travel_Rarely,1,1,1,2,4,3,757
Travel_Frequently,2,1,4,1,3,3,758
Travel_Rarely,20,1,1,2,4,3,759
Travel_Rarely,11,1,2,1,4,3,760
Travel_Rarely,1,1,1,4,2,3,761
Travel_Rarely,24,1,3,1,2,3,762
Travel_Rarely,23,1,1,4,2,3,763
Travel_Rarely,16,1,1,1,3,3,764
Non-Travel,8,1,3,3,1,4,765
Travel_Rarely,10,1,1,1,4,3,766
Travel_Rarely,3,1,1,3,4,3,767
Travel_Rarely,5,1,4,3,3,3,768
Travel_Rarely,4,1,4,4,2,3,769
Travel_Rarely,9,1,4,2,2,3,770
Travel_Rarely,26,1,2,3,2,3,771
Non-Travel,3,1,3,3,4,3,772
Travel_Rarely,16,1,1,4,3,3,773
Travel_Rarely,18,1,1,4,4,3,774
Non-Travel,2,1,1,1,4,3,775
Travel_Frequently,2,1,3,2,3,3,776
Travel_Rarely,10,1,2,1,3,3,777
Travel_Rarely,16,1,4,2,3,3,778
Travel_Frequently,7,1,2,4,1,4,779
Travel_Rarely,1,1,2,4,4,3,780
Travel_Rarely,24,1,3,1,3,3,781
Travel_Rarely,7,1,1,3,3,3,782
Non-Travel,25,1,4,2,3,3,783
Travel_Rarely,1,1,4,1,3,3,784
Non-Travel,5,1,3,3,3,3,785
Travel_Rarely,2,1,4,2,2,4,786
Travel_Rarely,7,1,1,3,2,3,787
Travel_Rarely,2,1,3,3,4,3,788
Travel_Rarely,5,1,4,2,2,3,789
Travel_Frequently,10,1,4,1,3,3,790
Travel_Rarely,10,1,4,1,3,3,791
Travel_Rarely,1,1,4,3,2,4,792
Travel_Frequently,8,1,1,4,3,4,793
Travel_Frequently,5,1,1,3,2,3,794
Non-Travel,8,1,3,3,2,3,795
Travel_Rarely,2,1,2,3,2,3,796
Travel_Rarely,7,1,3,2,3,3,797
Travel_Frequently,2,1,2,1,2,4,798
Travel_Frequently,2,1,1,3,4,4,799
Travel_Frequently,28,1,1,2,1,3,800
Travel_Rarely,7,1,1,2,4,3,801
Travel_Rarely,7,1,4,3,3,3,802
Travel_Frequently,3,1,2,1,2,3,803
Non-Travel,10,1,4,2,3,3,804
Travel_Frequently,5,1,2,3,2,4,805
Travel_Rarely,10,1,3,3,3,3,806
Travel_Rarely,1,1,3,3,4,3,807
Travel_Rarely,20,1,4,3,3,3,808
Travel_Rarely,7,1,1,2,3,4,809
Travel_Rarely,8,1,3,3,2,3,810
Travel_Frequently,1,1,3,1,2,3,811
Travel_Rarely,8,1,1,3,1,3,812
Travel_Frequently,9,1,3,1,3,3,813
Travel_Rarely,5,1,3,1,3,3,814
Travel_Frequently,8,1,4,2,3,3,815
Travel_Rarely,5,1,3,2,2,3,816
Travel_Rarely,15,1,4,3,3,3,817
Travel_Rarely,7,1,3,4,4,4,818
Travel_Frequently,10,1,2,4,3,3,819
Travel_Rarely,5,1,1,1,1,3,820
Travel_Rarely,26,1,4,1,4,3,821
Travel_Rarely,6,1,2,2,3,3,822
Travel_Rarely,4,1,3,2,4,3,823
Travel_Rarely,23,1,4,2,1,3,824
Travel_Rarely,2,1,1,3,3,3,825
Travel_Rarely,2,1,4,1,1,3,826
Travel_Rarely,2,1,4,3,3,3,827
Travel_Frequently,29,1,4,3,1,3,828
Travel_Frequently,6,1,3,4,3,3,829
Travel_Rarely,25,1,2,3,3,3,830
Travel_Rarely,1,1,3,2,3,3,831
Travel_Rarely,2,1,1,4,3,3,832
Travel_Rarely,1,1,3,1,3,3,833
Travel_Rarely,1,1,4,2,3,3,834
Travel_Rarely,3,1,4,4,3,4,835
Travel_Frequently,1,1,4,4,1,3,836
Travel_Rarely,10,1,1,1,4,3,837
Travel_Rarely,9,1,2,3,3,3,838
Travel_Rarely,5,1,3,4,3,3,839
Travel_Rarely,10,1,3,1,3,3,840
Non-Travel,7,1,4,4,3,3,841
Travel_Rarely,4,1,1,2,3,4,842
Travel_Rarely,10,1,2,3,3,3,843
Travel_Rarely,22,1,4,2,3,4,844
Travel_Rarely,9,1,3,4,2,3,845
Travel_Rarely,12,1,3,3,3,3,846
Travel_Rarely,23,1,NA,3,2,3,847
Travel_Rarely,9,1,1,1,1,4,848
Travel_Rarely,1,1,2,1,3,3,849
Travel_Frequently,9,1,3,3,3,3,850
Travel_Rarely,7,1,4,1,3,3,851
Travel_Rarely,14,1,3,2,3,3,852
Travel_Rarely,2,1,1,1,3,3,853
Travel_Rarely,19,1,3,4,3,4,854
Travel_Rarely,2,1,3,2,3,3,855
Non-Travel,10,1,4,1,2,3,856
Travel_Rarely,2,1,3,1,2,3,857
Travel_Rarely,3,1,1,4,1,3,858
Travel_Rarely,11,1,3,4,3,3,859
Travel_Rarely,2,1,2,NA,2,3,860
Travel_Rarely,4,1,1,4,3,3,861
Travel_Rarely,14,1,3,2,NA,4,862
Travel_Rarely,2,1,2,2,4,3,863
Travel_Rarely,1,1,2,3,3,3,864
Travel_Rarely,10,1,2,1,3,3,865
Travel_Rarely,12,1,1,3,3,3,866
Travel_Rarely,2,1,4,3,3,3,867
Travel_Frequently,5,1,1,4,4,4,868
Travel_Rarely,4,1,3,3,3,3,869
Travel_Rarely,7,1,4,3,3,3,870
Travel_Frequently,21,1,1,1,3,3,871
Travel_Rarely,8,1,4,4,3,3,872
Travel_Rarely,4,1,2,3,2,3,873
Travel_Frequently,25,1,4,3,2,3,874
Travel_Rarely,1,1,4,1,3,3,875
Travel_Rarely,1,1,4,2,3,4,876
Travel_Rarely,6,1,3,4,2,3,877
Travel_Rarely,12,1,4,1,1,3,878
Travel_Rarely,1,1,3,2,3,3,879
Non-Travel,17,1,2,3,2,3,880
Travel_Frequently,3,1,2,3,3,4,881
Travel_Rarely,3,1,2,4,3,3,882
Travel_Rarely,10,1,2,4,2,4,883
Travel_Rarely,4,1,2,2,2,3,884
Travel_Rarely,29,1,3,1,3,3,885
Non-Travel,2,1,1,1,3,3,886
Travel_Frequently,7,1,4,1,3,4,887
Travel_Rarely,18,1,3,3,3,3,888
Travel_Frequently,28,1,3,4,3,3,889
Travel_Rarely,1,1,3,1,2,3,890
Travel_Rarely,6,1,2,1,3,3,891
Travel_Rarely,2,1,4,1,3,3,892
Travel_Rarely,2,1,2,1,3,4,893
Travel_Rarely,23,1,2,1,2,3,894
Travel_Rarely,3,1,3,4,3,3,895
Travel_Frequently,3,1,2,4,4,3,896
Travel_Rarely,25,1,4,3,3,3,897
Travel_Rarely,2,1,3,3,3,3,898
Travel_Rarely,22,1,1,3,3,3,899
Non-Travel,29,1,3,3,3,3,900
Travel_Rarely,29,1,3,3,2,3,901
Travel_Frequently,2,1,1,3,1,3,902
Travel_Rarely,28,1,4,4,3,3,903
Travel_Rarely,2,1,4,3,4,3,904
Travel_Rarely,2,1,4,1,3,3,905
Travel_Rarely,22,1,2,2,1,3,906
Travel_Rarely,8,1,3,4,2,3,907
Travel_Frequently,2,1,1,4,3,3,908
Travel_Frequently,10,1,3,4,3,3,909
Travel_Rarely,9,1,NA,4,2,3,910
Travel_Frequently,15,1,1,4,3,4,911
Travel_Rarely,10,1,2,3,3,3,912
Travel_Frequently,7,1,4,4,2,4,913
Travel_Rarely,16,1,1,1,1,3,914
Travel_Rarely,20,1,3,3,3,3,915
Travel_Rarely,23,1,2,1,3,4,916
Travel_Frequently,5,1,4,3,3,3,917
Travel_Rarely,10,1,4,2,3,3,918
Travel_Rarely,4,1,1,2,3,4,919
Travel_Rarely,2,1,4,1,3,3,920
Travel_Rarely,18,1,3,3,3,3,921
Travel_Rarely,10,1,4,2,3,3,922
Travel_Rarely,1,1,1,2,3,3,923
Travel_Rarely,6,1,3,3,3,3,924
Non-Travel,8,1,4,3,3,3,925
Travel_Rarely,2,1,4,1,3,3,926
Travel_Rarely,24,1,2,3,3,3,927
Travel_Rarely,2,1,3,3,3,3,928
Travel_Frequently,17,1,4,4,4,3,929
Travel_Frequently,19,1,4,4,4,3,930
Travel_Rarely,1,1,1,2,2,3,931
Travel_Rarely,7,1,4,4,3,3,932
Travel_Rarely,5,1,4,2,2,3,933
Travel_Rarely,28,1,1,4,3,3,934
Travel_Rarely,2,1,4,1,2,3,935
Travel_Frequently,29,1,4,2,3,3,936
Travel_Rarely,1,1,2,2,3,4,937
Travel_Rarely,21,1,3,3,3,3,938
Travel_Rarely,24,1,4,3,3,3,939
Travel_Rarely,1,1,4,1,3,3,940
Non-Travel,18,1,3,4,3,3,941
Travel_Rarely,2,1,1,3,2,3,942
Travel_Rarely,9,1,3,4,3,3,943
Travel_Rarely,6,1,4,3,3,3,944
Travel_Rarely,11,1,4,3,2,3,945
Travel_Rarely,24,1,2,4,3,3,946
Travel_Frequently,10,1,4,3,3,3,947
Travel_Rarely,1,1,4,2,3,3,948
Non-Travel,18,1,4,4,3,4,949
Travel_Rarely,23,1,1,2,3,3,950
Travel_Rarely,28,1,2,4,4,3,951
Travel_Rarely,17,1,3,4,4,3,952
Travel_Rarely,3,1,2,2,3,3,953
Travel_Frequently,13,1,3,4,2,3,954
Travel_Rarely,7,1,2,4,3,3,955
Travel_Rarely,12,1,3,4,3,3,956
Travel_Rarely,1,1,3,4,3,3,957
Travel_Frequently,13,1,1,4,4,3,958
Travel_Rarely,25,1,4,4,3,3,959
Travel_Rarely,6,1,3,3,3,3,960
Travel_Rarely,6,1,4,3,3,3,961
Travel_Rarely,2,1,4,3,3,3,962
Travel_Rarely,1,1,3,4,2,3,963
Non-Travel,2,1,3,3,2,3,964
Travel_Rarely,6,1,4,3,3,3,965
Travel_Frequently,1,1,3,3,1,3,966
Travel_Rarely,9,1,4,3,4,3,967
Travel_Rarely,1,1,4,2,3,4,968
Travel_Frequently,1,1,1,3,2,3,969
Travel_Rarely,14,1,2,3,4,3,970
Non-Travel,2,1,3,2,3,3,971
Travel_Rarely,22,1,2,1,3,3,972
Travel_Rarely,3,1,2,1,4,3,973
Travel_Rarely,6,1,3,2,3,3,974
Travel_Rarely,8,1,4,3,3,4,975
Travel_Rarely,9,1,2,4,2,3,976
Non-Travel,3,1,3,2,1,3,977
Travel_Rarely,1,1,3,4,2,4,978
Travel_Rarely,1,1,2,1,3,4,979
Travel_Rarely,26,1,1,2,3,3,980
Travel_Rarely,6,1,3,2,1,3,981
Travel_Frequently,3,1,4,4,2,3,982
Non-Travel,3,1,4,4,3,3,983
Travel_Rarely,6,1,4,3,1,3,984
Travel_Rarely,6,1,2,2,2,3,985
Travel_Rarely,19,1,3,3,4,3,986
Travel_Frequently,9,1,4,1,3,3,987
Travel_Frequently,3,1,1,4,NA,3,988
Travel_Frequently,10,1,3,4,2,3,989
Travel_Rarely,3,1,1,3,3,3,990
Travel_Rarely,3,1,3,4,2,3,991
Travel_Rarely,4,1,2,2,3,3,992
Travel_Frequently,8,1,4,3,4,4,993
Travel_Rarely,7,1,3,1,3,3,994
Travel_Rarely,1,1,4,4,3,3,995
Non-Travel,2,1,4,2,2,3,996
Travel_Rarely,3,1,4,4,4,3,997
Travel_Rarely,10,1,1,1,2,3,998
Travel_Frequently,28,1,3,2,2,3,999
Travel_Rarely,9,1,1,3,3,3,1000
Travel_Rarely,3,1,4,1,3,3,1001
Travel_Rarely,2,1,3,3,3,3,1002
Non-Travel,10,1,2,2,3,3,1003
Travel_Rarely,8,1,2,4,3,3,1004
Travel_Frequently,1,1,3,3,3,3,1005
Travel_Rarely,1,1,2,2,2,3,1006
Travel_Rarely,3,1,3,1,3,4,1007
Non-Travel,14,1,4,2,2,3,1008
Travel_Rarely,5,1,3,1,3,3,1009
Non-Travel,7,1,4,3,3,4,1010
Non-Travel,10,1,1,3,2,3,1011
Travel_Rarely,16,1,2,4,3,3,1012
Travel_Rarely,10,1,4,4,3,3,1013
Travel_Rarely,1,1,2,2,3,3,1014
Travel_Rarely,8,1,4,3,3,3,1015
Travel_Rarely,1,1,3,1,3,3,1016
Travel_Rarely,8,1,1,4,3,3,1017
Travel_Rarely,1,1,1,3,3,3,1018
Travel_Rarely,24,1,2,2,3,3,1019
Travel_Rarely,3,1,3,4,3,3,1020
Travel_Rarely,27,1,4,1,3,3,1021
Travel_Frequently,10,1,3,2,2,3,1022
Travel_Rarely,19,1,3,2,2,3,1023
Travel_Rarely,15,1,3,4,3,4,1024
Travel_Rarely,8,1,4,1,3,3,1025
Travel_Rarely,9,1,3,4,4,3,1026
Travel_Rarely,3,1,3,3,3,3,1027
Non-Travel,9,1,2,2,3,3,1028
Travel_Rarely,2,1,3,1,2,3,1029
Travel_Rarely,7,1,2,1,2,3,1030
Non-Travel,10,1,2,4,3,3,1031
Non-Travel,6,1,1,2,3,3,1032
Travel_Frequently,2,1,4,1,2,4,1033
Travel_Rarely,24,1,4,1,1,3,1034
Travel_Frequently,2,1,3,4,3,3,1035
Non-Travel,8,1,1,3,2,3,1036
Travel_Rarely,3,1,2,2,1,3,1037
Travel_Rarely,1,1,3,3,4,3,1038
Travel_Rarely,26,1,1,3,3,3,1039
Travel_Rarely,2,1,4,2,3,3,1040
Travel_Rarely,10,1,4,2,4,3,1041
Travel_Rarely,27,1,3,4,3,3,1042
Travel_Rarely,2,1,2,3,3,3,1043
Non-Travel,2,1,2,2,2,3,1044
Travel_Rarely,8,1,2,3,4,3,1045
Travel_Rarely,19,1,3,2,3,3,1046
Travel_Rarely,1,1,2,1,3,3,1047
Travel_Rarely,27,1,4,4,2,3,1048
Travel_Frequently,8,1,1,1,3,3,1049
Travel_Rarely,1,1,3,1,3,3,1050
Travel_Rarely,19,1,2,4,2,3,1051
Travel_Rarely,8,1,3,4,3,3,1052
Travel_Frequently,10,1,1,3,3,3,1053
Non-Travel,2,1,2,3,1,4,1054
Travel_Rarely,2,1,4,1,3,3,1055
Travel_Rarely,8,1,1,1,3,3,1056
Non-Travel,1,1,3,3,4,3,1057
Travel_Rarely,2,1,4,2,3,3,1058
Travel_Frequently,8,1,1,4,3,4,1059
Travel_Frequently,8,1,4,4,2,3,1060
Travel_Frequently,6,1,4,4,4,3,1061
Travel_Frequently,9,1,4,4,4,3,1062
Non-Travel,11,1,3,3,2,3,1063
Travel_Rarely,2,1,2,3,3,3,1064
Travel_Rarely,1,1,4,4,2,4,1065
Non-Travel,7,1,3,4,3,3,1066
Travel_Rarely,16,1,4,3,3,3,1067
Travel_Rarely,2,1,4,3,3,3,1068
Travel_Rarely,1,1,3,2,2,3,1069
Travel_Rarely,23,1,1,1,3,3,1070
Travel_Rarely,2,1,2,3,3,3,1071
Travel_Rarely,1,1,4,2,3,4,1072
Travel_Rarely,1,1,1,3,3,3,1073
Travel_Rarely,2,1,4,2,3,3,1074
Travel_Frequently,13,1,4,4,2,3,1075
Travel_Rarely,4,1,3,2,3,4,1076
Travel_Frequently,16,1,4,1,2,4,1077
Travel_Rarely,2,1,NA,4,3,3,1078
Travel_Rarely,2,1,2,4,4,3,1079
Travel_Rarely,29,1,2,2,3,3,1080
Travel_Rarely,12,1,2,4,2,3,1081
Travel_Rarely,16,1,4,2,3,3,1082
Travel_Rarely,11,1,2,3,3,3,1083
Travel_Rarely,2,1,2,3,3,3,1084
Travel_Rarely,14,1,3,4,3,3,1085
Travel_Rarely,5,1,4,1,3,3,1086
Travel_Rarely,7,1,4,1,3,3,1087
Travel_Rarely,2,1,4,2,3,4,1088
Travel_Rarely,3,1,2,4,2,3,1089
Travel_Frequently,5,1,2,4,2,3,1090
Travel_Rarely,3,1,1,1,3,3,1091
Travel_Rarely,26,1,2,3,2,3,1092
Travel_Rarely,4,1,1,3,NA,4,1093
Travel_Frequently,2,1,4,4,3,3,1094
Travel_Rarely,1,1,2,1,3,3,1095
Non-Travel,27,1,4,1,3,3,1096
Travel_Rarely,1,1,1,4,3,4,1097
Travel_Rarely,13,1,3,2,1,3,1098
Travel_Rarely,5,1,3,2,3,3,1099
Travel_Rarely,7,1,3,1,4,3,1100
Travel_Rarely,9,1,3,4,3,4,1101
Travel_Rarely,8,1,4,4,2,3,1102
Travel_Rarely,25,1,1,3,2,4,1103
Travel_Frequently,16,1,3,4,3,3,1104
Travel_Frequently,8,1,2,3,3,3,1105
Travel_Rarely,1,1,2,3,2,3,1106
Travel_Frequently,8,1,3,4,3,3,1107
Travel_Frequently,2,1,3,1,3,3,1108
Non-Travel,8,1,1,3,3,3,1109
Travel_Rarely,3,1,2,2,2,3,1110
Travel_Frequently,9,1,3,4,3,3,1111
Travel_Rarely,25,1,4,3,3,3,1112
Non-Travel,1,1,3,2,4,3,1113
Travel_Rarely,4,1,4,1,3,3,1114
Travel_Rarely,1,1,1,1,3,3,1115
Travel_Frequently,4,1,4,2,3,3,1116
Travel_Rarely,5,1,4,4,2,4,1117
Travel_Frequently,9,1,1,3,3,3,1118
Travel_Rarely,3,1,2,4,4,4,1119
Travel_Frequently,11,1,2,4,3,3,1120
Travel_Rarely,1,1,2,4,3,3,1121
Travel_Frequently,8,1,1,2,3,3,1122
Travel_Rarely,25,1,2,1,1,3,1123
Non-Travel,21,1,3,3,2,3,1124
Non-Travel,23,1,3,1,4,3,1125
Non-Travel,1,1,1,2,3,3,1126
Travel_Rarely,2,1,1,4,2,3,1127
Travel_Rarely,19,1,4,3,2,3,1128
Travel_Rarely,2,1,3,1,2,3,1129
Travel_Rarely,2,1,1,1,2,4,1130
Non-Travel,3,1,3,4,3,3,1131
Travel_Frequently,25,1,4,1,3,3,1132
Travel_Rarely,7,1,3,4,2,3,1133
Travel_Rarely,9,1,1,1,2,3,1134
Travel_Rarely,5,1,3,4,3,3,1135
Travel_Rarely,2,1,4,4,3,3,1136
Travel_Rarely,8,1,4,4,3,3,1137
Travel_Frequently,2,1,1,4,3,3,1138
Travel_Rarely,18,1,1,1,2,3,1139
Travel_Rarely,14,1,1,3,2,3,1140
Travel_Frequently,2,1,4,3,3,3,1141
Travel_Rarely,3,1,1,3,3,3,1142
Travel_Frequently,2,1,4,2,3,3,1143
Travel_Rarely,9,1,3,2,3,3,1144
Travel_Rarely,6,1,4,4,3,3,1145
Travel_Rarely,4,1,2,1,3,3,1146
Non-Travel,10,1,4,3,3,3,1147
Non-Travel,14,1,3,3,4,3,1148
Travel_Rarely,1,1,3,1,3,3,1149
Travel_Rarely,5,1,2,3,2,3,1150
Travel_Rarely,7,1,4,4,4,3,1151
Travel_Frequently,21,1,4,3,4,4,1152
Travel_Rarely,8,1,2,2,3,3,1153
Travel_Rarely,20,1,3,2,3,3,1154
Travel_Rarely,20,1,4,2,2,3,1155
Travel_Rarely,7,1,4,3,2,3,1156
Travel_Rarely,1,1,1,3,3,3,1157
Non-Travel,1,1,2,3,2,3,1158
Travel_Rarely,19,1,4,2,3,3,1159
Travel_Rarely,10,1,1,3,3,3,1160
Travel_Frequently,1,1,1,3,3,3,1161
Travel_Rarely,6,1,4,1,2,3,1162
Travel_Rarely,2,1,4,4,3,3,1163
Non-Travel,21,1,3,2,1,3,1164
Travel_Rarely,4,1,4,3,3,3,1165
Travel_Rarely,12,1,4,3,4,3,1166
Travel_Rarely,9,1,2,3,3,4,1167
Travel_Rarely,3,1,2,4,3,3,1168
Travel_Rarely,3,1,3,2,3,3,1169
Travel_Rarely,1,1,1,4,2,3,1170
Travel_Rarely,1,1,2,2,3,3,1171
Travel_Rarely,4,1,1,4,3,3,1172
Travel_Rarely,20,1,2,3,3,3,1173
Travel_Rarely,18,1,3,4,3,3,1174
Travel_Rarely,1,1,3,4,3,3,1175
Travel_Rarely,2,1,1,3,2,4,1176
Non-Travel,2,1,1,4,2,3,1177
Travel_Rarely,8,1,2,4,3,3,1178
Travel_Rarely,10,1,3,1,3,3,1179
Non-Travel,3,1,4,4,2,3,1180
Travel_Frequently,2,1,4,1,2,3,1181
Travel_Rarely,24,1,1,4,3,3,1182
Travel_Frequently,16,1,4,2,3,3,1183
Non-Travel,8,1,3,3,2,4,1184
Travel_Rarely,9,1,1,4,4,4,1185
Travel_Rarely,17,1,1,3,2,4,1186
Travel_Rarely,10,1,4,3,1,4,1187
Travel_Rarely,13,1,1,2,3,3,1188
Travel_Rarely,1,1,4,3,3,3,1189
Non-Travel,1,1,4,4,2,3,1190
Travel_Rarely,1,1,3,2,3,3,1191
Travel_Rarely,9,1,4,1,3,3,1192
Travel_Rarely,16,1,3,4,3,3,1193
Travel_Rarely,23,1,1,4,3,4,1194
Travel_Frequently,4,1,2,3,3,3,1195
Travel_Rarely,22,1,2,NA,2,3,1196
Travel_Rarely,24,1,4,3,3,3,1197
Travel_Rarely,10,1,3,3,NA,3,1198
Travel_Frequently,7,1,3,3,4,4,1199
Travel_Rarely,17,1,3,3,3,3,1200
Travel_Rarely,14,1,3,4,3,3,1201
Travel_Rarely,1,1,4,2,3,3,1202
Travel_Rarely,5,1,4,1,1,3,1203
Travel_Rarely,17,1,4,1,3,3,1204
Travel_Rarely,25,1,2,4,2,3,1205
Non-Travel,8,1,2,1,3,3,1206
Travel_Rarely,11,1,4,3,3,4,1207
Travel_Frequently,5,1,3,4,3,3,1208
