EmployeeID,Age,Attrition,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
516,36,No,Research & Development,2,Life Sciences,Female,2,Human Resources,Single,44780,0,Y,18,8,1,15,3,14,7,8
517,55,No,Research & Development,3,Medical,Female,2,Manager,Single,75470,7,Y,16,8,0,31,2,9,6,2
518,43,No,Sales,2,Life Sciences,Male,3,Research Scientist,Divorced,50550,5,Y,22,8,0,18,2,1,0,0
519,20,Yes,Sales,3,Marketing,Male,3,Sales Executive,Single,34640,1,Y,20,8,0,2,3,2,0,2
520,21,Yes,Research & Development,4,Life Sciences,Male,1,Manager,Single,57750,1,Y,18,8,0,1,2,1,1,0
521,46,No,Sales,3,Marketing,Female,3,Healthcare Representative,Divorced,89430,8,Y,12,8,1,19,6,16,1,7
522,51,Yes,Sales,3,Medical,Female,2,Research Scientist,Married,192720,9,Y,20,8,0,18,2,10,2,7
523,28,Yes,Research & Development,4,Life Sciences,Female,4,Laboratory Technician,Single,52380,1,Y,17,8,1,10,4,10,1,9
524,26,No,Research & Development,4,Medical,Female,2,Sales Executive,Married,46820,1,Y,11,8,1,6,3,5,1,3
525,30,No,Research & Development,3,Medical,Female,1,Sales Executive,Married,183000,0,Y,14,8,0,7,6,6,0,2
526,41,No,Sales,4,Life Sciences,Female,1,Research Director,Married,52570,1,Y,14,8,0,10,2,10,0,8
527,38,No,Research & Development,3,Technical Degree,Male,1,Sales Executive,Married,63490,0,Y,11,8,0,20,3,19,1,9
528,40,No,Sales,4,Marketing,Male,1,Sales Executive,Married,48690,4,Y,12,8,0,14,2,11,11,1
529,27,No,Sales,3,Technical Degree,Female,2,Laboratory Technician,Married,99850,1,Y,14,8,1,3,3,3,1,2
530,55,No,Research & Development,5,Life Sciences,Male,3,Laboratory Technician,Married,36970,3,Y,13,8,1,23,1,3,1,2
531,28,No,Research & Development,3,Life Sciences,Male,2,Healthcare Representative,Single,74570,3,Y,11,8,2,10,1,8,1,7
532,44,Yes,Research & Development,4,Life Sciences,Female,2,Sales Executive,Married,21190,9,Y,15,8,0,24,3,20,3,6
533,33,No,Sales,4,Marketing,Female,4,Sales Executive,Divorced,39830,4,Y,12,8,0,9,3,3,1,2
534,35,Yes,Sales,4,Life Sciences,Male,3,Sales Representative,Single,61180,0,Y,21,8,1,9,3,8,4,7
535,33,Yes,Research & Development,2,Life Sciences,Female,1,Sales Executive,Single,62140,1,Y,19,8,2,14,3,13,3,8
536,28,No,Human Resources,1,Human Resources,Male,2,Research Scientist,Divorced,63470,1,Y,15,8,1,4,2,4,2,2
537,34,No,Sales,4,Marketing,Male,1,Research Scientist,Single,115100,0,Y,14,8,1,7,5,6,0,4
538,37,No,Research & Development,4,Life Sciences,Male,4,Sales Executive,Divorced,71430,2,Y,21,8,0,8,6,1,0,0
539,25,Yes,Human Resources,4,Human Resources,Female,2,Research Scientist,Married,82680,1,Y,12,8,0,7,3,7,5,6
540,26,Yes,Sales,2,Marketing,Male,2,Sales Executive,Divorced,80950,1,Y,15,8,0,1,3,1,0,0
541,33,Yes,Research & Development,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4,Y,13,8,0,5,2,2,2,2
542,42,No,Research & Development,1,Life Sciences,Male,4,Research Scientist,Married,60320,0,Y,14,8,0,23,2,22,13,7
543,28,Yes,Research & Development,3,Life Sciences,Male,2,Manager,Divorced,29760,1,Y,14,8,0,1,3,1,0,0
544,50,Yes,Research & Development,4,Medical,Male,2,Research Scientist,Single,159920,3,Y,14,8,0,5,3,0,0,0
545,33,No,Sales,3,Medical,Female,2,Research Scientist,Married,46490,0,Y,12,8,0,4,2,3,0,2
546,34,No,Sales,1,Marketing,Female,2,Research Director,Married,26960,3,Y,23,8,0,6,3,0,0,0
547,48,No,Sales,1,Life Sciences,Male,2,Sales Executive,Single,23700,2,Y,11,8,0,27,3,5,2,1
548,45,No,Research & Development,3,Medical,Female,2,Human Resources,Married,125040,1,Y,12,8,1,15,2,15,4,12
549,52,No,Sales,3,Life Sciences,Male,1,Sales Executive,Single,59740,7,Y,18,8,1,18,6,8,4,0
550,38,No,Research & Development,2,Medical,Male,1,Research Scientist,Divorced,47360,0,Y,11,8,1,9,3,8,2,7
551,29,No,Research & Development,3,Medical,Female,4,Research Scientist,Divorced,52960,4,Y,14,8,0,11,3,7,1,7
552,28,No,Human Resources,3,Human Resources,Female,4,Laboratory Technician,Divorced,67810,0,Y,15,8,1,10,2,9,1,7
553,46,No,Research & Development,4,Medical,Male,3,Sales Executive,Married,21740,3,Y,11,8,1,23,3,12,4,9
554,38,No,Research & Development,4,Medical,Male,1,Sales Executive,Single,66530,7,Y,20,8,1,10,2,1,0,0
555,43,No,Research & Development,3,Medical,Female,2,Laboratory Technician,Married,96990,8,Y,19,8,1,18,3,8,0,1
556,39,Yes,Sales,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7,Y,14,8,1,21,2,18,11,5
557,40,No,Research & Development,1,Life Sciences,Male,1,Healthcare Representative,Single,22130,1,Y,17,8,0,21,4,20,4,9
558,21,No,Research & Development,4,Life Sciences,Female,1,Research Scientist,Single,26100,1,Y,11,8,1,2,3,2,2,2
559,39,No,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Single,28510,9,Y,15,8,0,9,2,5,0,3
560,36,No,Research & Development,3,Medical,Male,3,Sales Representative,Single,34520,2,Y,13,8,3,18,4,11,0,9
561,31,No,Research & Development,3,Life Sciences,Male,1,Sales Executive,Married,52580,0,Y,14,8,3,3,5,2,2,2
562,28,No,Sales,4,Marketing,Male,1,Sales Executive,Married,93550,0,Y,11,8,0,6,4,5,0,4
563,35,No,Research & Development,2,Other,Female,1,Manufacturing Director,Divorced,104960,1,Y,13,8,1,5,2,5,0,2
564,49,No,Sales,2,Medical,Female,1,Sales Executive,Married,63800,6,Y,23,8,1,22,1,9,2,3
565,34,No,Sales,1,Technical Degree,Male,2,Sales Executive,Single,26570,2,Y,13,8,1,5,3,3,0,2
566,29,No,Research & Development,4,Medical,Male,3,Research Scientist,Divorced,27160,0,Y,18,8,0,8,2,7,1,1
567,42,No,Sales,2,Life Sciences,Female,1,Healthcare Representative,Single,22010,4,Y,12,8,1,16,3,1,0,0
568,29,No,Sales,2,Other,Female,2,Healthcare Representative,Married,65400,1,Y,22,8,0,10,2,10,1,2
569,38,No,Research & Development,3,Medical,Female,1,Human Resources,Married,38160,1,Y,13,8,2,7,2,7,5,0
570,28,No,Sales,4,Life Sciences,Male,1,Manager,Divorced,52530,1,Y,15,8,0,3,2,3,0,2
571,18,Yes,Research & Development,4,Medical,Male,3,Laboratory Technician,Single,109650,1,Y,18,8,0,0,5,0,0,0
572,33,Yes,Research & Development,2,Life Sciences,Male,1,Sales Executive,Single,49360,0,Y,14,8,0,6,2,5,0,3
573,41,No,Research & Development,2,Medical,Male,2,Research Scientist,Married,25430,3,Y,12,8,0,6,3,1,0,0
574,31,Yes,Sales,3,Technical Degree,Female,1,Research Director,Married,53040,1,Y,17,8,0,2,3,2,2,2
575,37,No,Research & Development,3,Life Sciences,Male,3,Manufacturing Director,Divorced,166590,7,Y,16,8,1,NA,2,6,1,3
576,27,No,Research & Development,2,Medical,Female,1,Healthcare Representative,Married,42600,1,Y,11,8,2,4,2,4,2,2
577,34,No,Sales,1,Marketing,Female,2,Laboratory Technician,Married,24760,1,Y,19,8,0,6,2,6,1,3
578,35,No,Research & Development,3,Life Sciences,Female,3,Laboratory Technician,Single,31020,1,Y,13,8,1,6,3,5,1,4
579,29,Yes,Research & Development,3,Life Sciences,Male,1,Sales Executive,Married,22440,1,Y,12,8,3,11,5,11,3,10
580,40,No,Research & Development,4,Medical,Male,4,Human Resources,Single,75960,9,Y,11,8,0,20,0,18,2,13
581,42,Yes,Sales,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0,Y,16,8,0,22,3,21,13,14
582,42,No,Research & Development,2,Life Sciences,Male,4,Laboratory Technician,Single,30340,7,Y,21,8,1,9,3,6,1,5
583,35,No,Research & Development,3,Medical,Male,1,Healthcare Representative,Married,57150,6,Y,24,8,2,10,0,8,1,7
584,24,No,Sales,4,Life Sciences,Female,1,Laboratory Technician,Single,25760,8,Y,17,8,3,6,3,4,1,2
585,28,Yes,Research & Development,4,Life Sciences,Male,2,Sales Executive,Married,41970,1,Y,13,8,0,1,3,1,0,0
586,26,No,Research & Development,4,Life Sciences,Male,2,Sales Representative,Married,143360,1,Y,21,8,1,8,3,8,0,7
587,30,No,Research & Development,2,Life Sciences,Female,1,Manufacturing Director,Married,34480,1,Y,11,8,0,10,3,10,1,4
588,40,No,Research & Development,4,Life Sciences,Male,2,Research Scientist,Married,194060,3,Y,20,8,3,16,2,1,0,0
589,35,No,Research & Development,5,Medical,Female,2,Research Scientist,Divorced,65380,2,Y,16,8,1,15,3,7,6,4
590,34,No,Research & Development,2,Life Sciences,Male,1,Research Director,Single,43060,0,Y,11,8,0,14,2,13,4,9
591,35,No,Research & Development,3,Medical,Female,2,Laboratory Technician,Married,22580,1,Y,11,8,1,2,2,2,2,2
592,43,Yes,Sales,3,Marketing,Female,3,Research Scientist,Single,45220,8,Y,15,8,1,7,3,4,1,3
593,32,No,Research & Development,2,Other,Female,2,Research Scientist,Divorced,44870,1,Y,11,8,0,1,5,1,0,0
594,56,No,Research & Development,2,Other,Male,2,Healthcare Representative,Divorced,44490,4,Y,15,8,0,28,3,5,4,2
595,29,No,Research & Development,1,Life Sciences,Male,1,Laboratory Technician,Married,22180,1,Y,24,8,1,10,1,10,0,8
596,19,No,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,Single,191970,1,Y,12,8,0,1,2,1,0,0
597,45,No,Research & Development,3,Life Sciences,Female,2,Sales Representative,Married,132120,4,Y,13,8,0,7,4,3,0,2
598,37,No,Research & Development,4,Life Sciences,Male,3,Research Scientist,Married,65770,1,Y,13,8,0,14,1,14,3,11
599,20,No,Research & Development,3,Medical,Male,5,Research Director,Single,83920,1,Y,17,8,0,2,5,2,1,2
600,44,Yes,Human Resources,2,Human Resources,Male,3,Sales Executive,Single,45580,1,Y,13,8,1,6,2,6,0,2
601,53,No,Research & Development,4,Life Sciences,Male,1,Research Director,Divorced,40310,3,Y,12,8,1,26,3,7,4,7
602,29,No,Research & Development,3,Medical,Male,1,Sales Executive,Married,79690,0,Y,14,8,0,6,3,5,1,3
603,22,Yes,Research & Development,4,Medical,Male,1,Sales Representative,Married,26540,0,Y,24,8,0,1,5,0,0,0
604,46,No,Research & Development,3,Life Sciences,Male,2,Research Scientist,Married,165550,8,Y,14,8,2,28,4,26,15,9
605,44,No,Research & Development,3,Life Sciences,Male,1,Sales Representative,Single,45560,2,Y,13,8,0,6,4,0,0,0
606,33,No,Research & Development,4,Life Sciences,Female,1,Manager,Married,60910,1,Y,15,8,0,5,6,5,1,4
607,41,Yes,Research & Development,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6,Y,16,8,0,5,2,1,0,0
608,30,No,Sales,3,Marketing,Male,3,Sales Executive,Divorced,48100,8,Y,18,8,0,8,3,4,0,3
609,40,No,Sales,3,Medical,Male,1,Manufacturing Director,Married,45230,5,Y,16,8,1,5,5,0,0,0
610,50,No,Research & Development,4,Life Sciences,Female,2,Healthcare Representative,Married,32020,2,Y,24,8,1,32,2,2,2,2
611,28,No,Research & Development,3,Technical Degree,Male,2,Research Scientist,Married,23510,1,Y,16,8,0,6,4,6,3,3
612,46,No,Research & Development,4,Other,Male,3,Manager,Married,17020,5,Y,21,8,0,25,2,4,0,3
613,35,No,Sales,4,Marketing,Male,1,Laboratory Technician,Married,180410,3,Y,20,8,1,15,3,7,1,7
614,24,Yes,Human Resources,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1,Y,19,8,1,1,5,1,0,0
615,33,No,Research & Development,2,Medical,Female,1,Sales Executive,Married,20970,1,Y,14,8,2,10,5,10,0,1
616,36,No,Research & Development,2,Medical,Male,2,Sales Executive,Divorced,119350,1,Y,11,8,3,7,6,7,1,7
617,30,No,Sales,3,Marketing,Male,1,Sales Executive,Divorced,25460,1,Y,14,8,1,10,2,10,8,9
618,44,No,Research & Development,4,Medical,Male,2,Research Scientist,Single,25640,1,Y,12,8,3,20,3,20,13,17
619,20,No,Research & Development,4,Medical,Male,1,Human Resources,Single,84120,1,Y,13,8,0,2,2,2,2,2
620,46,No,Sales,1,Medical,Female,1,Sales Executive,Divorced,141180,2,Y,22,8,0,12,3,6,1,4
621,42,No,Research & Development,4,Medical,Male,5,Sales Executive,Married,170460,7,Y,11,8,0,10,3,4,0,3
622,60,No,Sales,2,Life Sciences,Male,2,Sales Executive,Divorced,25640,0,Y,14,8,1,12,3,11,1,9
623,32,No,Sales,3,Life Sciences,Female,1,Sales Executive,Married,102660,1,Y,11,8,0,2,3,2,2,2
624,32,No,Research & Development,3,Life Sciences,Female,2,Research Scientist,Single,50700,4,Y,12,8,1,10,6,8,0,7
625,36,No,Sales,2,Marketing,Male,4,Healthcare Representative,Divorced,178610,2,Y,18,8,0,17,2,7,7,7
626,33,No,Sales,2,Marketing,Male,1,Research Scientist,Married,42300,0,Y,12,8,0,15,0,14,4,10
627,40,No,Research & Development,3,Medical,Female,2,Research Scientist,Divorced,37800,7,Y,12,8,0,7,2,5,1,3
628,25,No,Research & Development,2,Medical,Female,1,Laboratory Technician,Single,27680,0,Y,22,8,1,5,0,4,1,1
629,30,No,Sales,3,Marketing,Female,1,Research Scientist,Married,90710,0,Y,19,8,1,12,2,11,5,7
630,42,No,Human Resources,2,Medical,Male,1,Sales Executive,Married,106480,3,Y,13,8,1,20,1,1,0,0
631,35,No,Research & Development,1,Life Sciences,Male,2,Sales Executive,Married,136100,4,Y,22,8,2,16,4,13,4,12
632,27,No,Research & Development,3,Life Sciences,Male,3,Manufacturing Director,Married,34080,1,Y,24,8,0,9,2,9,6,8
633,54,No,Research & Development,2,Medical,Male,2,Sales Representative,Divorced,29830,7,Y,14,8,1,33,2,5,1,4
634,44,No,Human Resources,4,Life Sciences,Male,5,Laboratory Technician,Married,76320,1,Y,21,8,0,10,3,10,7,7
635,19,Yes,Sales,2,Other,Male,3,Healthcare Representative,Single,98240,1,Y,18,8,0,1,2,1,0,0
636,29,No,Research & Development,4,Life Sciences,Male,1,Manufacturing Director,Divorced,99500,1,Y,20,8,0,3,3,3,1,2
637,54,No,Research & Development,4,Life Sciences,Male,2,Sales Executive,Married,20930,3,Y,19,8,0,36,2,10,0,9
638,31,No,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,Married,99800,1,Y,12,8,0,6,1,6,0,1
639,31,No,Sales,1,Marketing,Female,1,Sales Executive,Single,38940,1,Y,12,8,0,10,3,10,1,8
640,59,No,Research & Development,4,Technical Degree,Male,1,Research Scientist,Single,40510,5,Y,16,8,3,13,3,6,0,5
641,43,No,Research & Development,2,Life Sciences,Male,3,Laboratory Technician,Married,168350,3,Y,17,8,1,25,3,8,0,7
642,49,No,Sales,4,Life Sciences,Male,2,Research Scientist,Married,62300,2,Y,14,8,0,23,2,1,0,0
643,36,No,Sales,2,Marketing,Female,1,Laboratory Technician,Married,47170,1,Y,19,8,1,12,3,11,0,7
644,48,No,Research & Development,4,Life Sciences,Female,2,Laboratory Technician,Single,132370,5,Y,13,8,1,7,2,1,0,0
645,27,No,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,Divorced,37550,1,Y,19,8,0,5,2,5,0,3
646,29,No,Sales,4,Medical,Male,1,Laboratory Technician,Divorced,65820,1,Y,19,8,1,6,3,6,1,0
647,48,No,Sales,1,Marketing,Male,2,Manufacturing Director,Single,74060,6,Y,14,8,2,25,2,1,0,0
648,29,No,Research & Development,3,Technical Degree,Female,2,Healthcare Representative,Divorced,48050,NA,Y,16,8,1,9,2,7,1,7
649,34,No,Sales,4,Medical,Female,2,Laboratory Technician,Married,27410,0,Y,15,8,1,2,3,1,0,0
650,44,No,Research & Development,3,Life Sciences,Female,1,Laboratory Technician,Married,42620,7,Y,18,8,0,26,2,22,3,10
651,33,No,Research & Development,2,Life Sciences,Female,2,Research Scientist,Divorced,161840,0,Y,13,8,1,10,2,9,0,8
652,19,No,Sales,4,Marketing,Male,3,Laboratory Technician,Single,115570,1,Y,22,8,0,1,0,1,0,1
653,23,No,Sales,3,Medical,Male,3,Laboratory Technician,Married,18780,1,Y,13,8,1,1,2,1,0,1
654,25,Yes,Research & Development,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1,Y,11,8,1,1,3,1,1,0
655,26,No,Human Resources,3,Life Sciences,Male,2,Research Scientist,Single,68110,1,Y,11,8,1,8,4,8,2,2
656,45,Yes,Human Resources,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2,Y,11,8,2,26,3,24,1,11
657,55,No,Research & Development,3,Life Sciences,Female,2,Manager,Divorced,48590,1,Y,24,8,1,34,3,33,15,0
658,21,Yes,Research & Development,2,Medical,Female,4,Research Scientist,Single,53370,1,Y,14,8,1,2,2,2,2,2
659,46,No,Research & Development,4,Life Sciences,Male,1,Manufacturing Director,Married,23400,2,Y,13,8,1,26,2,11,0,8
660,34,No,Sales,4,Medical,Male,3,Sales Representative,Single,74910,0,Y,14,8,1,4,3,3,0,2
661,51,No,Research & Development,3,Life Sciences,Male,2,Research Director,Divorced,105270,4,Y,14,8,0,31,3,29,11,10
662,59,No,Research & Development,2,Life Sciences,Male,2,Research Scientist,Single,165950,6,Y,21,8,1,25,2,9,5,4
663,34,No,Sales,4,Medical,Female,3,Research Scientist,Divorced,88340,4,Y,13,8,1,15,1,11,5,10
664,28,No,Research & Development,3,Other,Female,1,Manager,Single,55770,0,Y,19,8,0,5,3,4,0,2
665,44,No,Research & Development,4,Life Sciences,Male,2,Research Scientist,Divorced,47070,1,Y,17,8,0,26,4,25,14,13
666,34,No,Sales,3,Life Sciences,Male,2,Sales Executive,Married,24000,4,Y,18,8,1,14,3,10,1,8
667,35,No,Research & Development,3,Life Sciences,Male,4,Healthcare Representative,Married,98240,0,Y,19,8,0,4,2,3,2,2
668,42,No,Research & Development,4,Life Sciences,Female,1,Manager,Married,64470,6,Y,13,8,0,18,3,1,0,0
669,43,No,Research & Development,2,Medical,Female,1,Laboratory Technician,Single,195020,3,Y,18,8,2,23,3,21,15,17
670,36,No,Research & Development,4,Medical,Male,1,Healthcare Representative,Single,27250,9,Y,21,8,1,18,4,16,5,12
671,44,Yes,Research & Development,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1,Y,19,8,1,10,3,10,0,5
672,28,No,Research & Development,3,Life Sciences,Female,2,Sales Representative,Married,21270,1,Y,14,8,0,2,3,2,2,2
673,51,No,Sales,4,Medical,Male,2,Research Scientist,Single,182000,0,Y,17,8,0,8,3,7,7,7
674,30,No,Research & Development,4,Other,Male,1,Research Scientist,Single,20960,7,Y,11,8,3,10,2,8,1,7
675,29,Yes,Research & Development,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3,Y,13,8,0,10,4,7,7,7
676,28,No,Sales,4,Life Sciences,Female,2,Sales Representative,Single,20330,2,Y,15,8,1,5,5,3,1,2
677,25,No,Research & Development,2,Life Sciences,Male,1,Research Scientist,Single,36220,1,Y,25,8,0,2,0,2,2,1
678,32,No,Research & Development,4,Other,Female,1,Sales Executive,Married,42330,1,Y,11,8,0,10,5,10,0,8
679,45,No,Research & Development,3,Medical,Male,3,Laboratory Technician,Single,36810,3,Y,17,8,1,22,2,0,0,0
680,39,No,Sales,1,Marketing,Female,1,Laboratory Technician,Divorced,54600,6,Y,13,8,2,21,3,19,15,2
681,58,No,Research & Development,3,Other,Male,2,Laboratory Technician,Divorced,21870,1,Y,18,8,1,2,1,2,2,2
682,32,Yes,Research & Development,3,Technical Degree,Female,1,Sales Executive,Married,96020,1,Y,13,8,1,10,3,10,1,1
683,39,Yes,Research & Development,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0,Y,20,8,0,6,3,5,0,3
684,30,No,Sales,1,Marketing,Male,4,Research Director,Married,40890,0,Y,18,8,0,10,2,9,6,7
685,36,No,Sales,3,Marketing,Male,2,Sales Executive,Married,166270,3,Y,12,8,0,10,5,7,1,7
686,46,No,Sales,3,Medical,Male,1,Research Scientist,Single,26190,6,Y,12,8,1,10,3,7,5,7
687,28,No,Research & Development,3,Medical,Male,5,Sales Executive,Married,56790,0,Y,13,8,0,10,2,9,7,5
688,50,No,Research & Development,2,Medical,Female,5,Laboratory Technician,Married,154020,4,Y,21,8,0,25,3,3,1,2
689,40,Yes,Sales,1,Other,Male,1,Laboratory Technician,Single,59850,2,Y,13,8,3,9,1,5,1,0
690,52,Yes,Research & Development,2,Technical Degree,Male,3,Laboratory Technician,Single,25790,9,Y,19,8,1,10,1,8,7,7
691,30,No,Research & Development,4,Medical,Female,1,Sales Executive,Married,30410,1,Y,11,8,1,9,2,9,0,8
692,39,No,Research & Development,1,Medical,Male,2,Healthcare Representative,Single,34470,0,Y,14,8,0,9,5,8,1,7
693,31,No,Research & Development,2,Medical,Male,1,Sales Executive,Divorced,195130,1,Y,12,8,1,10,1,10,9,6
694,41,No,Sales,3,Life Sciences,Female,1,Research Director,Single,27730,1,Y,11,8,0,19,3,19,11,9
695,31,Yes,Research & Development,1,Life Sciences,Male,1,Sales Executive,Single,71040,1,Y,14,8,1,3,3,3,2,2
696,44,Yes,Sales,3,Life Sciences,Male,1,Laboratory Technician,Married,63220,4,Y,11,8,1,10,2,3,1,2
697,42,No,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,Married,20830,0,Y,12,8,2,21,3,20,2,10
698,55,No,Sales,3,Technical Degree,Male,2,Manufacturing Director,Married,83810,4,Y,15,8,1,23,3,19,9,11
699,56,No,Sales,2,Medical,Female,3,Manufacturing Director,Single,26910,6,Y,16,8,1,36,6,7,7,7
700,40,No,Research & Development,1,Life Sciences,Male,1,Laboratory Technician,Divorced,42860,9,Y,15,8,0,6,6,4,0,0
701,34,No,Research & Development,2,Technical Degree,Male,2,Research Director,Divorced,26590,0,Y,24,8,3,10,2,9,1,6
702,40,No,Sales,3,Medical,Male,2,Sales Executive,Single,94340,1,Y,13,8,1,9,3,9,8,8
703,41,No,Sales,4,Other,Female,2,Healthcare Representative,Divorced,55610,0,Y,11,8,0,10,2,9,1,7
704,35,No,Sales,2,Technical Degree,Male,2,Manager,Single,66460,1,Y,13,8,1,9,2,9,1,1
705,51,No,Sales,2,Life Sciences,Male,4,Manufacturing Director,Divorced,77250,1,Y,13,8,1,33,2,33,0,10
706,38,No,Sales,4,Life Sciences,Female,1,Research Scientist,Divorced,107250,3,Y,18,8,0,11,5,7,1,7
707,34,No,Sales,3,Life Sciences,Male,2,Research Scientist,Single,88470,1,Y,16,8,0,10,3,10,9,6
708,25,No,Research & Development,2,Medical,Female,4,Research Scientist,Married,20450,3,Y,19,8,0,7,3,3,1,2
709,58,Yes,Sales,4,Technical Degree,Male,2,Sales Executive,Married,10090,7,Y,13,8,2,31,3,10,5,9
710,40,No,Research & Development,4,Medical,Female,1,Research Scientist,Married,33480,3,Y,22,8,0,7,2,4,0,3
711,36,No,Sales,2,Life Sciences,Male,1,Research Scientist,Married,12810,2,Y,11,8,0,17,2,15,6,13
712,48,No,Research & Development,1,Life Sciences,Male,2,Research Scientist,Single,28190,1,Y,20,8,0,11,2,10,0,8
713,27,No,Research & Development,3,Life Sciences,Female,2,Laboratory Technician,Married,48510,8,Y,18,8,0,5,2,1,0,0
714,51,No,Research & Development,1,Medical,Female,3,Manufacturing Director,Single,40280,3,Y,14,8,0,29,3,5,0,3
715,18,No,Research & Development,4,Medical,Male,2,Sales Executive,Single,27200,1,Y,22,8,1,0,2,0,0,0
716,35,No,Research & Development,4,Other,Female,2,Research Director,Married,81200,0,Y,13,8,0,10,2,9,0,0
717,27,No,Research & Development,4,Medical,Female,1,Research Director,Single,46470,3,Y,17,8,0,8,3,6,0,0
718,55,Yes,Research & Development,3,Technical Degree,Male,1,Human Resources,Single,46800,6,Y,14,8,3,24,0,19,3,8
719,56,No,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,Married,32210,4,Y,15,8,2,33,2,19,15,9
720,34,No,Sales,2,Life Sciences,Male,2,Research Scientist,Divorced,86210,1,Y,17,8,1,5,1,5,0,0
721,40,No,Research & Development,3,Life Sciences,Male,2,Sales Executive,Divorced,45770,5,Y,11,8,1,15,3,12,11,8
722,34,No,Research & Development,3,Life Sciences,Male,1,Research Scientist,Married,45530,4,Y,18,8,1,10,2,8,7,7
723,31,Yes,Research & Development,2,Medical,Female,2,Manufacturing Director,Single,53960,7,Y,17,8,1,3,2,1,0,0
724,35,Yes,Research & Development,2,Medical,Male,1,Manufacturing Director,Married,67960,0,Y,13,8,0,5,2,4,3,2
725,38,No,Research & Development,3,Medical,Female,2,Sales Representative,Divorced,76250,1,Y,15,8,0,4,2,4,0,3
726,34,No,Research & Development,4,Other,Female,2,Laboratory Technician,Single,74120,1,Y,24,8,0,14,4,14,4,11
727,28,No,Research & Development,3,Life Sciences,Female,2,Healthcare Representative,Married,111590,1,Y,12,8,0,5,2,5,0,4
728,31,Yes,Research & Development,2,Life Sciences,Male,2,Sales Executive,Married,49600,1,Y,15,8,0,10,3,10,6,7
729,39,No,Research & Development,4,Technical Degree,Female,2,Healthcare Representative,Married,104750,3,Y,11,8,1,8,3,5,1,4
730,51,No,Research & Development,3,Medical,Male,2,Sales Executive,Married,148140,2,Y,11,8,1,14,2,4,3,2
731,41,No,Research & Development,3,Life Sciences,Male,4,Sales Executive,Divorced,191410,3,Y,12,8,1,12,2,6,3,3
732,37,No,Research & Development,2,Medical,Female,1,Healthcare Representative,Married,54050,7,Y,15,8,0,8,3,6,1,3
733,33,No,Research & Development,3,Medical,Female,1,Sales Executive,Married,87930,6,Y,17,8,0,8,2,5,1,2
734,32,No,Research & Development,4,Medical,Male,5,Research Director,Married,191890,0,Y,12,8,1,4,3,3,1,2
735,39,No,Research & Development,2,Life Sciences,Male,2,Sales Executive,Married,38750,3,Y,15,8,0,13,3,6,0,5
736,25,No,Research & Development,4,Life Sciences,Male,1,Sales Executive,Married,22160,2,Y,13,8,3,6,2,3,1,2
737,52,No,Research & Development,1,Life Sciences,Male,2,Sales Executive,Married,117130,2,Y,14,8,0,24,2,5,0,2
738,43,No,Research & Development,2,Medical,Male,1,Laboratory Technician,Single,78610,1,Y,14,8,2,20,1,20,1,8
739,27,No,Research & Development,4,Life Sciences,Male,1,Human Resources,Married,37080,1,Y,16,8,2,6,2,6,4,4
740,27,Yes,Research & Development,5,Life Sciences,Female,1,Research Scientist,Single,137700,1,Y,18,8,1,8,3,8,7,7
741,26,No,Research & Development,2,Other,Male,3,Laboratory Technician,Single,53040,0,Y,20,8,1,5,2,4,1,1
742,42,No,Sales,3,Marketing,Female,3,Research Scientist,Married,26420,0,Y,13,8,1,21,3,20,0,9
743,52,No,Research & Development,2,Life Sciences,Female,1,Healthcare Representative,Married,27590,9,Y,18,8,1,12,6,5,0,4
744,37,No,Research & Development,5,Life Sciences,Male,2,Manager,Single,68040,4,Y,13,8,1,8,1,3,0,2
745,35,No,Research & Development,4,Medical,Female,2,Research Director,Single,61420,2,Y,15,8,1,10,2,2,2,2
746,25,No,Research & Development,4,Medical,Male,2,Sales Executive,Married,25000,4,Y,14,8,2,7,2,3,0,2
747,26,No,Research & Development,4,Life Sciences,Male,1,Research Scientist,Single,63890,0,Y,22,8,0,8,2,7,0,7
748,29,No,Sales,3,Life Sciences,Male,1,Laboratory Technician,Single,111030,1,Y,12,8,0,10,5,10,0,9
